"g.ML0.05" "g.ML0.01" "g.ML0.005" "g.ML0.001" "g.tau0.05" "g.tau0.01" "g.tau0.005" "g.tau0.001" "g.new0.05" "g.new0.01" "g.new0.005" "g.new0.001" "c.ML0.05" "c.ML0.01" "c.ML0.005" "c.ML0.001" "c.tau0.05" "c.tau0.01" "c.tau0.005" "c.tau0.001" "c.new0.05" "c.new0.01" "c.new0.005" "c.new0.001" "f.ML0.05" "f.ML0.01" "f.ML0.005" "f.ML0.001" "f.tau0.05" "f.tau0.01" "f.tau0.005" "f.tau0.001" "f.new0.05" "f.new0.01" "f.new0.005" "f.new0.001" "theta.F.ML" "theta.G.ML" "theta.C.ML" "theta.F.tau" "theta.G.tau" "theta.C.tau" "theta.F.new" "theta.G.new" "theta.C.new" "loglik.Fr" "loglik.Gu" "loglik.Cl" "time.Frank" "time.Gumbel" "time.Clayton" "L.real.left" "data.time.part" "p.F" "p.G" "p.C"
-219.533829363627 -339.826565401326 -401.946377458965 -443.880408325618 -206.694077669045 -333.302773842807 -359.534684639318 -453.954490061854 -203.926694850924 -330.189428896639 -360.306314789485 -393.25690253268 -215.32472221327 -353.522745964023 -387.310971347048 -544.910920834093 -221.242832169089 -420.759086544281 -452.311840173351 -655.553459762907 -257.712728480022 -395.93072336267 -435.210878997488 -472.116445934793 -225.615594267944 -331.136229016122 -350.778366883757 -414.143356090905 -203.382932069342 -282.047412690371 -304.666830357606 -359.223668852654 -223.744351379043 -316.52430511917 -361.885511253773 -415.656793854125 3.65169295758332 1.51673338863801 0.68138203053089 3.48858681242292 1.53459244532803 1.06918489065606 3.64150900746091 1.53188950118364 1.06899118293372 36.8679389716109 37.9497578445326 24.9132633570972 44.3299999999581 78.7299999999814 38.890000000014 -287.43 2013 0.937562437562438 0.151348651348652 0.000499500499500315
-195.624939687725 -293.716241724069 -315.898837423024 -434.554341187487 -193.251224416025 -291.263914339173 -320.551610924198 -365.751903092967 -220.984663959161 -304.783361404692 -315.889393479567 -363.034935099107 -200.147860808777 -317.927724936013 -349.139907551902 -486.109475350413 -240.59003913365 -409.036766323241 -444.064666118607 -560.425444879695 -222.485036255584 -369.536464010927 -427.870032270752 -558.761881602682 -201.026850721774 -303.795401028984 -335.01659810738 -366.551099244937 -196.458784507402 -282.933220455207 -311.198376760928 -370.383270690505 -205.109604722665 -314.241568534115 -336.30009738453 -474.334432329997 3.65191429741933 1.51484711349284 0.679532303835741 3.46226362277126 1.52957495293768 1.05914990587536 3.63003152726763 1.52739005367938 1.05896028669352 36.4991856743531 37.5389707937632 24.6814750393982 40.2900000000373 72.2200000000303 39.179999999993 63.7500000000016 2014 0.884615384615385 0.148351648351654 0.000499500499500626
-237.405761778876 -395.553273633862 -453.19853854539 -505.003856120508 -207.412525307512 -328.172512641806 -382.476853139311 -411.126454385231 -230.93569176594 -374.205003335004 -403.656903548534 -519.194607979212 -258.876705012542 -396.524736671559 -587.38838843718 -662.220657516247 -273.007735775417 -453.314908695192 -529.815232810168 -634.855295907013 -247.036980895562 -426.811841067358 -486.971013237446 -732.63858091874 -264.325184857823 -384.944776902121 -444.010384504206 -480.390003892788 -246.960585558816 -358.510787604257 -407.308805135789 -518.486588479418 -243.160958623848 -357.273398421367 -384.721793180849 -489.784015838396 3.74972429206369 1.52955673545129 0.70274939346086 3.58118238081166 1.55233785822021 1.10467571644042 3.73111901614625 1.54909479129257 1.10447495404133 38.5441074778799 39.2485899384872 26.7389070400879 40.359999999986 73.859999999986 39.6900000000023 -52.0400000000029 2014 0.889610389610389 0.142357642357645 0.000499500499500588
-255.273142328025 -394.9571766965 -456.840391538315 -622.629133754015 -258.31573550284 -379.927442452181 -426.70943579283 -455.387553710566 -269.695929077394 -416.133156392225 -446.142363215683 -610.928532486645 -273.242427248389 -430.656835106609 -461.465723299361 -540.214917790629 -291.910335608863 -471.207502896248 -498.472170478991 -697.590312537732 -298.619377258951 -477.293886122145 -507.371928165803 -707.768999663315 -250.11809564744 -386.059417608063 -430.823927629044 -481.654021690779 -263.257339590246 -418.343023708906 -454.308213191754 -517.364465128332 -262.039558291504 -381.998025314268 -400.356945786445 -433.959142620887 3.78412460042124 1.53464685169027 0.705078573799783 3.61045077876232 1.55797759612474 1.11595519224947 3.76582031652012 1.55544873921051 1.11574995917332 38.9646484449738 39.6293156465884 26.8227543317939 39.9700000000303 76.6300000000047 39.570000000007 184.040000000003 2014 0.894605394605395 0.108391608391605 0.000499500499500843
-247.995297993713 -377.8693293465 -429.235140309325 -556.249397652392 -245.470839831748 -436.557402225587 -552.079672648312 -682.222938544022 -245.997944067339 -370.222552439953 -436.492476851911 -572.250211858445 -252.901252200514 -442.987211202946 -513.531441744123 -571.309513957531 -298.819419987291 -493.343386139953 -534.546388650979 -633.865132847817 -247.06012083377 -372.943043745091 -448.66983139169 -561.186570605171 -251.302634981217 -387.66175278614 -443.629730005488 -546.524441537524 -246.857815050783 -362.885096056792 -397.266532223983 -573.446204925647 -253.554112712101 -401.922777396066 -467.508871710981 -614.295118257755 3.88301105353393 1.54795424779481 0.72287041176662 3.7015687403258 1.57562767911819 1.15125535823637 3.86588188410519 1.57284927767163 1.15104137974163 40.5387726562713 40.7902908548999 27.6114723793161 40.5199999999604 73 38.9800000000396 -76.5599999999974 2014 0.905594405594405 0.100399600399603 0.000499500499501027
-247.542545538922 -372.584610976871 -454.10077965221 -528.172672600197 -280.411291144852 -391.852465632618 -436.246532794745 -533.409704622997 -262.056137175118 -451.181738393704 -480.179556654851 -607.333865269718 -251.784028576369 -498.170597233771 -562.328796499034 -713.13356616679 -306.626581795249 -510.525852985437 -537.643162757486 -703.123654152746 -270.992387739381 -417.958245599334 -457.310116131503 -634.008903188715 -250.571610477059 -386.046598086028 -413.66556734013 -518.60393444326 -262.846432731888 -383.801472118108 -410.757999432381 -464.641876673837 -254.727933649474 -356.923758151358 -428.287503638432 -535.429704047133 3.91928108289117 1.55626370189025 0.726852213972808 3.74222196767768 1.58354703046466 1.16709406092933 3.90008936061278 1.58067151481571 1.16687415990687 41.2931902953849 41.6969902663293 27.8489813543875 42.1999999999534 79.9199999999837 42.890000000014 -94.210000000003 2014 0.891608391608393 0.105394605394609 0.00049950049950083
-227.535915793702 -403.303057002094 -437.808206032379 -501.295978929221 -246.31616853915 -370.357498368686 -411.999117588036 -452.518512253759 -219.525060502848 -333.422678634321 -392.253995849043 -738.685927765578 -264.320502044881 -444.506087114237 -478.424024381179 -557.41041773381 -238.605284270691 -471.040366190947 -527.80910453745 -639.173682806501 -237.619596288556 -386.12881743868 -455.558923875771 -591.271650797414 -244.441291899413 -361.635072265031 -384.681214797012 -478.912509932203 -239.142977762535 -342.75124262654 -377.334499665314 -518.169296017875 -218.545681915461 -331.616326810081 -377.575928230853 -413.730435980159 3.90251324101146 1.55253782597529 0.724721160934922 3.72891797573607 1.58095238095238 1.16190476190476 3.88144248703447 1.57653833170269 1.16124964162359 40.9211989985745 41.335689015454 27.6208048588102 43.5900000000256 78.0899999999674 39.109999999986 43.9200000000017 2014 0.878621378621379 0.155344655344654 0.00149850149850139
-243.916949087596 -403.40018286602 -465.902348726039 -549.530043271938 -231.149822465251 -408.792183876791 -475.736076001955 -534.050137274989 -231.85789093772 -393.566218100998 -441.556403241404 -544.829660736988 -262.270414936229 -415.234078077082 -487.518698567508 -533.697188766469 -257.043784935223 -411.005010750113 -463.930149578181 -545.878354357907 -260.501332791565 -383.499208458595 -549.40789817938 -610.183219403793 -252.151351182397 -368.658665878875 -441.098970755653 -501.100905704707 -252.00384577941 -347.754597893617 -416.517135707093 -473.450194210668 -260.505186066866 -378.495039921612 -431.326775590253 -553.56159206604 3.88217261844732 1.55391881280097 0.720477458522295 3.69743545285913 1.57482403345915 1.14964806691829 3.86916165923256 1.57209862756914 1.14943369598503 40.2388684352062 40.8012866160389 27.2861620331235 43.1499999999651 74.5900000000256 42.7000000000116 -142.179999999999 2014 0.929570429570428 0.130369630369634 0.000499500499500957
-243.890778241854 -366.11884856342 -385.623072424366 -437.589430727179 -228.197434876103 -381.527033241341 -426.404594551947 -499.974896131938 -229.715733553974 -384.025318071426 -402.24107560552 -446.814965124474 -230.513647436035 -369.665787318993 -456.415239984785 -564.83173498368 -262.671577761371 -436.41991790196 -507.16243938583 -576.645115427813 -267.456258427374 -455.348313136618 -607.347754131192 -718.319827953807 -243.675954121111 -345.728224899744 -402.853216942332 -491.312892817314 -231.230124720209 -354.648179861533 -388.75731868086 -471.802044933427 -229.337193537014 -325.302406884508 -361.002097886744 -418.558366117833 3.85385555810196 1.55053107704387 0.716355130948187 3.66775688212651 1.5690618965342 1.1381237930684 3.83108124460846 1.56651645429652 1.137913119411 39.8021962545907 40.4941921845834 27.1635108405727 41 77.8499999999767 40.0800000000163 146.259999999998 2014 0.877622377622379 0.137362637362639 0.00049950049950071
-266.403204810129 -399.532406450521 -511.714908786734 -603.062495542253 -247.944102948946 -426.646812442861 -486.813746723842 -601.674848330877 -250.273501002687 -356.266301087632 -431.061362188271 -481.73949094468 -247.088178876801 -397.237135309093 -482.455838951481 -653.699540346525 -288.351614971336 -502.060016397294 -545.8701197094 -683.743398906912 -304.566662541208 -491.633952658141 -563.187443490619 -637.602684002041 -272.045998019102 -406.847454374663 -440.692616051105 -499.747275512658 -264.929443768441 -392.686691919402 -460.71477314442 -487.716440216078 -265.475642052514 -411.642720494743 -437.152119389697 -467.657792920797 3.78571978006212 1.54274201315943 0.684103720794173 3.60719197654644 1.55734893574095 1.11469787148189 3.75976993449616 1.55429184255331 1.11448278948854 38.6237493403716 39.8295361138953 25.6229967887092 44.3099999999977 77.0800000000163 41.359999999986 301.379999999998 2014 0.854645354645354 0.209290709290703 0.000499500499500779
-290.069358341072 -402.926848377587 -436.549524171182 -582.919604716161 -267.326898345864 -397.131973247198 -435.157595625399 -513.178195643502 -250.096765419824 -388.098035325685 -423.841083252817 -633.457652016154 -285.680570299526 -497.165579484088 -566.622709444395 -822.097839714753 -288.558303613288 -521.705908007938 -665.38055304301 -807.755697945528 -310.766525958141 -487.055762722469 -580.111979428668 -714.676218310734 -304.800473819242 -436.239802593723 -478.335699487849 -613.94009950213 -277.150942554097 -408.254011386899 -499.967942287253 -569.280628687791 -300.855100421469 -427.089791038935 -468.217761319557 -567.554970099822 3.76911427324787 1.53996813384713 0.679313986423793 3.58767467131929 1.55358760189192 1.10717520378384 3.74346621763059 1.55050587410756 1.10696148689205 38.347218549769 39.5757356019362 25.4846859456083 40.359999999986 73.0499999999884 39.359999999986 -81.030000000001 2014 0.858641358641357 0.226273726273704 0.000499500499500358
-288.68107633757 -452.221659495546 -542.213682929533 -659.263603080631 -281.198074341828 -403.026559811887 -467.426285688203 -506.182911992051 -290.249633953103 -410.177949355092 -439.31840888089 -690.039071240834 -275.914594840765 -446.8017688143 -467.130111368151 -567.518479079709 -276.041970171817 -450.360986734661 -577.27585911124 -688.118609203589 -296.381255954117 -469.237769954264 -566.337268101746 -686.171560344611 -294.842476857723 -439.643582271684 -491.816795674393 -673.713743202362 -302.522010436523 -433.801835757243 -468.982671940315 -563.532017221972 -278.514375400805 -420.624023392639 -494.387926753245 -618.772064439449 3.76809604222323 1.52904840584353 0.677290106298714 3.58929879293866 1.55390035228988 1.10780070457977 3.74157117557112 1.54805356568837 1.10758566432089 38.6046386798165 39.1401510557688 25.5025334598728 40.5400000000373 78.6500000000233 40.6300000000047 66.8000000000046 2014 0.851648351648352 0.235264735264728 0.000499500499500482
-265.103986602053 -408.223531165149 -433.433508359238 -454.101109007767 -249.277880931997 -412.32150328946 -439.621522487861 -529.635232795919 -231.686877583568 -363.948457318483 -421.281534239307 -458.157306457434 -260.874641900314 -512.158397849215 -588.954375103026 -892.330269229861 -262.860300742908 -440.345195173217 -561.589598271577 -694.053840658119 -297.268810411289 -488.071054809507 -537.375143786582 -564.904950807346 -283.918097156406 -411.788270173546 -462.168895589207 -535.389503463359 -267.897512122339 -399.745777287796 -458.953442174273 -517.399943756001 -245.246281593613 -365.673256632371 -415.228109916292 -534.346339298287 3.76108198661021 1.53498988283531 0.674987901349534 3.55770386005593 1.54782434329256 1.09564868658512 3.7372089297969 1.54497152865546 1.09543856631278 38.0442149620618 39.0556658611127 25.2135354036181 40.0499999999884 73.0599999999977 39.5 -27.0599999999992 2014 0.882617382617381 0.222277722277712 0.000499500499501055
-272.364938866461 -370.407233378904 -451.265475995215 -576.392582302194 -252.023055611147 -383.371649791796 -419.446145262572 -498.717834025829 -241.720718346283 -397.204516833 -436.623682329552 -512.773779365002 -282.000803300204 -431.251731344893 -505.379039483837 -614.003637420657 -304.083596359579 -495.902518940819 -574.473099544299 -631.124889780009 -261.990880055416 -406.530916012498 -519.979667346879 -585.718646341824 -245.970455790333 -383.082840258609 -464.124120765748 -526.816484167744 -263.990430354479 -370.657947608836 -395.573706903976 -592.84830216526 -264.121846735949 -374.031138492512 -412.509967642127 -598.240036875515 3.74306482223349 1.53097489255007 0.694460092314996 3.50058797131668 1.53688402190144 1.07376804380289 3.7225959971561 1.5354111669832 1.07357857929165 37.1432107165262 38.0017636427825 24.0695648845717 40.5300000000279 72.8000000000466 39.179999999993 -29.9000000000022 2014 0.915584415584416 0.249250749250738 0.000499500499500746
-260.798747510665 -375.373854700325 -473.835480361194 -599.906020183839 -238.26206405383 -364.427093027516 -402.035118265529 -418.963697207058 -241.040483369933 -365.139017095043 -390.00886003823 -500.213868218881 -258.041466662329 -416.109769052294 -511.023729121934 -613.799231297257 -275.816455027462 -438.892305688692 -471.443657994927 -564.838341235991 -262.644060977892 -408.423109005161 -534.369132277019 -633.016575334085 -237.07091941453 -342.016350764486 -375.000252522107 -479.919642021721 -225.451794267739 -357.66447052401 -393.193647058372 -459.377436779376 -244.037038398637 -379.529930855082 -437.980361578418 -499.48844541643 3.76577977441101 1.53586932238544 0.695382096867963 3.50699787185985 1.53810899671216 1.07621799342433 3.72428677205391 1.53746349616945 1.07602776570377 37.2992323909469 38.3325400635443 23.9820258796651 42.3699999999953 73.3400000000256 38.4699999999721 -51.1099999999977 2014 0.83966033966034 0.288211788211842 0.00049950049950058
-230.273999921556 -367.97640593987 -401.8251166984 -500.995343630904 -213.98984761636 -358.925310215603 -416.604994292106 -453.685569967625 -214.922459578757 -320.022351212317 -352.498568857742 -413.211322801992 -241.513976997941 -390.732571593225 -411.940147310386 -425.53944452138 -254.983428132741 -403.453419613878 -501.953031757526 -585.107553288673 -250.462954775972 -434.203310843158 -485.40137408212 -518.523410239702 -254.882289954137 -379.177460664058 -452.447375947555 -636.191464766017 -239.198854494953 -348.54378906258 -367.622348565302 -458.760750345197 -250.154602139439 -358.59969742022 -440.691695377159 -477.354664948307 3.78584162706942 1.53797278712678 0.699832205201164 3.51903392378436 1.5404110955897 1.08082219117941 3.7478595114669 1.53975219205402 1.0806318864911 37.5255462300519 38.4602839991823 24.1522242262446 42.8500000000349 78.039999999979 39.390000000014 -265.06 2014 0.857642357642357 0.270229770229741 0.000499500499500831
-208.203889060426 -311.10394293043 -343.864593730942 -422.435946308458 -250.074059673239 -387.197545486901 -436.211216784053 -493.6417404888 -234.3950402455 -347.806134144304 -390.799549715838 -456.389818983016 -268.057529150652 -429.36369843205 -476.009963290647 -620.589195991519 -250.788169047181 -451.459597039338 -508.857375564056 -615.73573082229 -284.347996827261 -472.893536700509 -523.159937926066 -704.071942096777 -213.684500401782 -311.244517293307 -368.124520563808 -435.518750477683 -237.098548161315 -378.557103853144 -406.219799674119 -493.093478672841 -208.811097486229 -346.580769719074 -409.754615922396 -473.540699090378 3.80193637749268 1.53960969321568 0.702856457560812 3.53511764574198 1.54349130173965 1.0869826034793 3.77568098780493 1.54243462009851 1.08679073227755 37.7630740334132 38.5955753688199 24.2701606428635 39.6700000000419 72.9400000000023 39.0800000000163 -557.260000000001 2014 0.901598401598402 0.272227772227729 0.00049950049950041
-240.026329493101 -382.275614209453 -425.310800912155 -493.563711211958 -271.869351202418 -375.120169113269 -455.147631853799 -566.436316931971 -255.247921419541 -412.06667297484 -445.123443000006 -586.295488110947 -266.610334530822 -412.119753586049 -480.685315892006 -582.918367856922 -294.128089085109 -454.681436175591 -616.46474528098 -687.490846248535 -274.70836793226 -443.424363646833 -535.025867807201 -725.036007035469 -276.675624526539 -369.97413255629 -433.41347485627 -581.435278491003 -265.792339904001 -368.163033311432 -416.072175225844 -574.630865895001 -270.166617281777 -400.0715949831 -434.573116537025 -478.352909344213 3.81063034700135 1.54054319770526 0.711266452481242 3.57064669137903 1.55031130749146 1.10062261498293 3.78222069346364 1.54783756540275 1.10042813138527 38.286114767315 38.974527252146 25.1115208797563 41.1900000000023 75.8499999999767 40.2299999999814 -84.0300000000018 2014 0.881618381618382 0.253246753246755 0.00049950049950074
-400.287349928957 -605.119948839682 -632.584047102362 -779.399305238841 -374.986516820872 -600.120580177801 -667.510364777127 -813.130531554215 -379.701471457403 -576.578011195212 -669.164573753457 -779.921931802943 -404.143566007715 -670.453122854493 -767.067757822007 -1042.78411412439 -415.56513427197 -642.805448671325 -722.213392350328 -1003.31099957607 -397.252789252779 -655.909352435547 -729.665273587128 -781.813246242555 -387.831502742959 -655.445544424188 -703.769254294216 -793.33508751563 -368.021829943769 -559.659855761499 -641.703254689737 -803.927791502858 -386.325929666324 -669.252087823554 -750.257022188193 -845.050062642431 3.83394525902037 1.54961146140014 0.727976396851507 3.62431965987023 1.56065507480793 1.12131014961585 3.80096221020304 1.55758250104762 1.11993485677402 39.3092904977677 40.5640256921638 28.3508406672042 41.4800000000396 75.5300000000279 40.2399999999907 148.369999999999 2014 0.842657342657344 0.278221778221755 0.00349650349650401
-473.227180287219 -639.323167177359 -681.98021690165 -965.372100426531 -455.126970798316 -674.602599438614 -869.606500800453 -1082.53244130179 -448.989870355963 -676.405880064453 -755.219133863557 -1016.35670460791 -462.238004721751 -842.748795507553 -965.490575490175 -1204.73232148735 -467.052695693318 -734.118225634571 -864.560859006175 -1098.89929096398 -505.473744433806 -837.008326690684 -931.221667030227 -1093.03746892111 -457.49744687859 -649.22592653792 -745.909452291246 -857.318355367792 -468.092992536071 -713.09105828636 -774.143872540766 -869.919340363704 -413.158778471041 -632.120234381976 -751.595454323322 -907.75644589379 3.83997864534242 1.54965025397956 0.730569095644636 3.63003933403555 1.56176024279211 1.12352048558422 3.80778515454761 1.5585966443161 1.12332420616866 39.3969121263124 40.5965974030634 28.3629851177335 41.8099999999977 75.7999999999884 40.6599999999744 -259.949999999999 2014 0.846653346653347 0.26123876123876 0.000499500499500748
-420.517184222826 -592.177826157129 -695.177947062467 -876.494397634829 -426.11931128518 -640.098457229135 -770.638027233841 -864.333760136248 -443.022911651132 -658.405611125651 -721.344118887483 -845.499928715067 -451.526362550577 -724.848291966735 -860.386943492586 -1016.62165576486 -491.789528209495 -717.490078374327 -832.804652013638 -1001.87929421212 -470.395604091389 -734.687041155625 -791.683852951278 -994.997847572285 -443.156295932225 -646.105702179652 -691.637604015775 -740.456319405435 -440.139642464246 -701.391076928428 -754.860742752097 -890.987042890716 -446.366939349408 -643.752682298133 -723.992328476408 -978.564744472952 3.90235872731682 1.55828239376787 0.737990072262224 3.6776339693156 1.57097791798107 1.14195583596215 3.87508194600099 1.56839695976191 1.1417540548614 40.3682984403889 41.3078261309199 28.7670361098469 41.5499999999884 76.5900000000256 38.710000000021 146.570000000001 2014 0.878621378621379 0.203296703296705 0.000499500499500742
-431.917157063461 -629.705793527316 -690.220888009133 -912.920878687557 -421.238128775191 -602.976682288788 -659.214939218528 -787.21456790262 -427.185676402345 -579.658230055655 -659.723422632913 -831.198389041256 -400.427875656418 -650.158985509447 -772.449217093663 -1098.37724418466 -453.590144051595 -706.297251173567 -774.181669075179 -1042.75975529186 -470.064043026713 -681.709174156828 -760.77350152458 -948.481555870116 -414.654736922382 -656.536768537453 -723.807931155445 -820.471869939648 -433.010043835611 -616.908761901249 -684.891514324737 -791.446875467094 -411.044567327502 -582.101283190274 -628.014810570757 -733.086246229767 3.92102137376929 1.56062215182195 0.744598999734285 3.69826188960183 1.57498469700061 1.14996939400122 3.89064508047373 1.57238049924844 1.14936194585797 40.7479810874975 41.5470439674276 29.1140937888397 40.7200000000303 74.6100000000442 41.4400000000023 -216.76 2014 0.863636363636363 0.18131868131867 0.0014985014985016
-419.387819271278 -627.251189290406 -742.519189182547 -855.264422239267 -417.577449665745 -616.447645334026 -695.84810868893 -959.149577825718 -437.516851227936 -629.463215415824 -694.193617196658 -846.280160747629 -434.500453485232 -684.849925936198 -744.81265111605 -981.176206564075 -463.332823413831 -743.470809350463 -818.872609998001 -1022.45169094383 -452.156542242573 -829.099842957121 -903.475595278418 -1038.71283776283 -432.707550509085 -615.22540284378 -681.9672697432 -855.078500182911 -441.729247214256 -673.358079819638 -819.176412981948 -922.053881111117 -415.158084583654 -604.576748806003 -740.98866187543 -899.620402616622 3.93652608197952 1.56288799521248 0.746288913061914 3.71481384584202 1.57820486608056 1.15640973216111 3.91227284535909 1.5758254720546 1.15620487660712 41.0063403550936 41.719538273568 29.2833160361157 40.0800000000163 74.3800000000047 42.9899999999907 -446.010000000001 2014 0.890609390609392 0.155344655344652 0.000499500499500837
-389.188042341178 -559.871002679211 -680.668369277861 -808.307949356566 -397.96810336888 -666.1104400569 -751.404357588549 -905.614518064475 -389.874791273539 -585.16515604873 -682.447617628816 -729.007857330559 -384.479145074025 -592.472522883122 -689.707723631272 -1056.25811668402 -415.926085781441 -669.261739948143 -804.140610196023 -897.609293761692 -438.970202607716 -645.100856706548 -710.233011071095 -863.282012701607 -413.374449176634 -622.602526251367 -690.129336471794 -872.574212386848 -392.618766836446 -546.991535537968 -590.435958804302 -698.904796885165 -398.750708126589 -603.849289250981 -676.929558250982 -776.193908100238 3.94957856743197 1.56473950916687 0.752195783777093 3.74471966781471 1.58403447568233 1.16806895136466 3.93678767709623 1.58140334388477 1.16786122250972 41.4269803829733 42.002093550824 29.5647475172849 43.859999999986 77.679999999993 39.3600000000442 13.8300000000011 2014 0.937562437562437 0.136363636363632 0.000499500499500133
-447.919032557615 -705.406134018851 -859.236409903641 -927.02309189669 -422.094652675001 -676.819376525078 -832.708655726075 -870.805334390275 -441.336905749095 -685.532616493352 -838.562976307165 -1009.5144294851 -427.40452392796 -705.284168888049 -789.425643410031 -930.55257858187 -491.545071011903 -777.1260930119 -827.076424144996 -980.190812550267 -496.055995368203 -773.176760007555 -904.304833196434 -1006.3261439221 -427.407198362928 -613.614323238411 -632.520022994051 -862.588124768505 -446.767346212683 -696.702370421449 -783.070831761664 -901.834804620287 -473.943549923112 -712.071432629291 -739.205796859145 -938.03566295748 3.95960043480875 1.56908298004451 0.753524794174339 3.76640900207153 1.58827160493827 1.17654320987654 3.94348506554446 1.58590417719164 1.1763319119666 41.6830008763521 42.3290271974057 30.059448369044 41.710000000021 75.0899999999674 39.5899999999674 -16.6000000000002 2014 0.916583416583417 0.123376623376622 0.000499500499500406
-457.811090383688 -712.519216907053 -799.25537596567 -985.839480816815 -492.063502099721 -758.84379786229 -891.55918851676 -1022.22279178922 -477.546955038094 -689.645474664712 -854.707303569093 -1087.11793179268 -518.249551254642 -749.683030394736 -833.133680703067 -918.304793710025 -493.101094960184 -730.605856635587 -850.950847605918 -1083.89567775754 -520.742240470599 -784.800579036715 -875.832318135907 -1369.46918585984 -479.309221061961 -736.613130167348 -847.231623828115 -936.275384170897 -443.116136514037 -692.951095426299 -765.329506384645 -874.901767425821 -508.09892440863 -737.919614111877 -842.350750907823 -1052.02803600557 3.94911506432242 1.56809180256334 0.759256213881373 3.73972528019655 1.58305988515176 1.16611977030353 3.92662814944377 1.58092906420386 1.16510362755522 41.2698759635223 42.0832960432967 30.1054408318382 40.7299999999814 74.0599999999977 39.3999999999651 328.56 2014 0.892607392607391 0.142357642357644 0.00249750249750195
-418.825590319649 -610.294524770467 -757.434288344367 -965.620890753061 -530.479015125848 -833.314845663974 -903.832357674931 -1009.73070053147 -483.365377147011 -683.917642656465 -760.361267772223 -830.620687125963 -462.275646398305 -765.458572028142 -815.874966152859 -1037.19477565873 -482.508039303799 -859.663223689528 -949.13967490466 -1178.92011940719 -503.679150933078 -805.176994017402 -928.291681190488 -1107.51896701799 -461.057712827685 -704.380682228327 -763.416273972144 -976.541069812122 -441.764386759461 -692.978170582313 -791.657293353297 -874.08310703059 -478.515452461447 -704.46797979893 -807.258359580651 -1102.09880062708 3.95858218835833 1.5688034366726 0.768442901433639 3.70735998447599 1.5767541619855 1.15350832397099 3.91955616168131 1.57546345982431 1.1529313028583 40.9147663236976 41.8216804363134 29.9802149250318 40.4500000000116 74.9899999999907 40.0099999999511 210.889999999999 2014 0.844655344655344 0.162337662337677 0.00149850149850171
-451.367663726588 -697.080020616118 -778.904500370645 -901.34625976333 -464.321066124636 -721.738054910292 -758.144183850738 -893.446952828206 -433.399466405209 -682.464624790097 -736.486100746096 -812.087955315046 -500.864450132812 -765.991906700076 -856.627226666793 -1179.97313190304 -524.581571556458 -769.188338056899 -841.183974626102 -1195.45854272169 -498.768105141797 -779.737449534875 -856.713721318586 -984.450981176326 -458.342284279162 -709.923871481964 -777.685611408034 -888.456397311225 -449.952419186248 -712.600888592346 -769.277951230904 -850.422274275053 -436.139546799487 -602.107254603729 -679.550977745124 -913.303964988768 3.96275018361807 1.57130811758642 0.768685425205481 3.71315665558754 1.57788225674571 1.15576451349141 3.92273044211068 1.57664426950142 1.15557116729347 40.9769910795741 42.0275589404745 29.9920589331035 40.5500000000466 73.6900000000023 39.140000000014 -4.34999999999837 2014 0.83966033966034 0.188311688311689 0.000499500499500097
-456.302559606939 -618.532090782767 -692.456574182855 -728.666342882663 -407.295509055199 -629.721620997968 -756.534759404295 -1087.78485687712 -418.750243993602 -608.976556620355 -651.435587087327 -773.835110486798 -435.940699621979 -708.232604400051 -776.958455910056 -1079.01987116391 -434.675114840022 -750.960890073854 -942.789843915486 -1161.50909920933 -514.309849908971 -772.444801941527 -890.346227733387 -997.399292208391 -446.519311616571 -674.04605372935 -760.995328265414 -883.133962275675 -424.78309249691 -618.11557909453 -696.48258948675 -801.249060027609 -415.354541237994 -647.778784036039 -753.892057341642 -892.280758953239 4.10421057659911 1.59654833083189 0.826035549662777 3.843778111738 1.60344827586207 1.20689655172414 4.05646896091278 1.60247290900715 1.20670631146337 43.5229308346672 44.3304110591688 32.9867762859521 40.5599999999977 74.179999999993 39.7399999999907 381.889999999999 2014 0.816683316683318 0.141358641358646 0.000499500499500362
-414.435114220174 -640.483657895128 -678.912366974614 -816.031078801679 -396.94870636532 -591.599144229977 -696.75146151831 -753.309492143452 -410.145178198831 -550.507876225148 -653.217823827413 -807.890337522168 -436.018292072808 -778.103080637541 -851.515299608148 -1469.99178256247 -403.08800881508 -676.209429111988 -730.846660835671 -916.388592375403 -440.433393146598 -643.931843473511 -752.242160026032 -1065.88266904063 -388.101347015082 -581.206956428089 -623.051246548311 -803.633043798487 -424.789197478458 -621.657019142177 -685.365632693395 -773.07429196771 -398.864047266231 -614.167624912607 -733.813835993854 -929.96133163508 4.24227600614185 1.61777841373558 0.870328972181398 3.9505014166972 1.62453961906766 1.24907923813533 4.18004436293862 1.62345552970123 1.2488900521883 45.771333244073 46.1385252465296 35.1467826440614 40.109999999986 73.75 40.7800000000279 30.3999999999998 2014 0.786713286713287 0.160339660339662 0.000499500499500649
