Start;26.08.2005;;;
End;26.08.2015;;;
Frequency;D;;;
Name;DAX 30 PERFORMANCE - PRICE INDEX;DOW JONES INDUSTRIALS - PRICE INDEX;VOLKSWAGEN PREF.;THYSSENKRUPP
Code;DAXINDX;DJINDUS;D:VOW3;D:TKA
CURRENCY;E;U$;E;E
date;DAX;DowJones;Volkswagen;ThyssenKrupp
26.02.2015;11327.19;18214.42;225.10;23.40
27.02.2015;11401.66;18132.70;225.50;23.71
02.03.2015;11410.36;18288.63;227.00;23.90
03.03.2015;11280.36;18203.37;222.00;23.27
04.03.2015;11390.38;18096.90;223.80;23.24
05.03.2015;11504.01;18135.72;226.25;23.75
06.03.2015;11550.97;17880.85;229.61;24.50
09.03.2015;11582.11;17995.72;231.60;24.77
10.03.2015;11500.38;17662.94;231.00;24.51
11.03.2015;11805.99;17635.39;242.45;25.16
12.03.2015;11799.39;17895.22;241.70;25.12
13.03.2015;11901.61;17749.31;246.99;25.02
16.03.2015;12167.72;17977.42;257.00;25.31
17.03.2015;11980.85;17849.08;253.70;24.68
18.03.2015;11922.77;18076.19;245.06;24.59
19.03.2015;11899.40;17959.03;247.95;23.97
20.03.2015;12039.37;18127.65;250.62;24.46
23.03.2015;11895.84;18116.04;241.47;24.45
24.03.2015;12005.69;18011.14;245.60;24.67
25.03.2015;11865.32;17718.54;244.22;24.47
26.03.2015;11843.68;17678.23;243.45;24.27
27.03.2015;11868.33;17712.66;244.65;24.25
30.03.2015;12086.01;17976.31;249.77;24.87
31.03.2015;11966.17;17776.12;249.25;24.55
01.04.2015;12001.38;17698.18;245.20;24.89
02.04.2015;11967.39;17763.24;244.00;24.80
03.04.2015;11967.39;17763.24;244.00;24.80
06.04.2015;11967.39;17880.85;244.00;24.80
07.04.2015;12123.52;17875.42;244.50;25.36
08.04.2015;12035.86;17902.51;244.55;25.26
09.04.2015;12166.44;17958.73;248.75;24.93
10.04.2015;12374.73;18057.65;253.00;25.23
13.04.2015;12338.73;17977.04;248.85;25.57
14.04.2015;12227.60;18036.70;247.00;25.61
15.04.2015;12231.34;18112.61;243.25;26.01
16.04.2015;11998.86;18105.77;238.25;25.28
17.04.2015;11688.70;17826.30;235.89;24.15
20.04.2015;11891.91;18034.93;231.40;24.52
21.04.2015;11939.58;17949.59;228.25;24.55
22.04.2015;11867.37;18038.27;226.85;24.46
23.04.2015;11723.58;18058.69;229.10;23.94
24.04.2015;11810.85;18080.14;233.25;24.39
27.04.2015;12039.16;18037.97;245.00;24.99
28.04.2015;11811.66;18110.14;242.00;24.93
29.04.2015;11432.72;18035.53;232.30;24.04
30.04.2015;11454.38;17840.52;232.00;23.80
01.05.2015;11454.38;18024.06;232.00;23.80
04.05.2015;11619.85;18070.40;231.70;24.39
05.05.2015;11327.68;17928.20;229.75;24.08
06.05.2015;11350.15;17841.98;220.40;24.14
07.05.2015;11407.97;17924.06;225.11;24.13
08.05.2015;11709.73;18191.11;232.20;24.82
11.05.2015;11673.35;18105.17;227.80;24.80
12.05.2015;11472.41;18068.23;221.99;25.49
13.05.2015;11351.46;18060.49;218.50;25.51
14.05.2015;11559.82;18252.24;220.51;26.12
15.05.2015;11447.03;18272.56;216.40;25.86
18.05.2015;11594.28;18298.88;222.55;25.58
19.05.2015;11853.33;18312.39;232.60;25.57
20.05.2015;11848.47;18285.40;232.40;25.32
21.05.2015;11864.59;18285.74;230.30;25.27
22.05.2015;11815.01;18232.02;230.00;24.99
25.05.2015;11815.01;18232.02;230.00;24.99
26.05.2015;11625.13;18041.54;226.55;24.51
27.05.2015;11771.13;18162.99;229.60;24.96
28.05.2015;11677.57;18126.12;227.00;24.90
29.05.2015;11413.82;18010.68;222.50;24.13
01.06.2015;11436.05;18040.37;220.57;24.31
02.06.2015;11328.80;18011.94;217.15;24.11
03.06.2015;11419.62;18076.27;217.60;24.52
04.06.2015;11340.60;17905.58;217.85;24.14
05.06.2015;11197.15;17849.46;214.10;23.90
08.06.2015;11064.92;17766.55;209.80;23.33
09.06.2015;11001.29;17764.04;212.85;23.26
10.06.2015;11265.39;18000.40;218.60;23.93
11.06.2015;11332.78;18039.37;216.95;23.70
12.06.2015;11196.49;17898.84;212.90;23.39
15.06.2015;10984.97;17791.17;209.00;23.05
16.06.2015;11044.01;17904.48;210.00;23.13
17.06.2015;10978.01;17935.74;206.10;22.81
18.06.2015;11100.30;18115.84;210.00;23.23
19.06.2015;11040.10;18015.95;209.50;23.82
22.06.2015;11460.50;18119.78;218.10;24.10
23.06.2015;11542.54;18144.07;220.40;24.42
24.06.2015;11471.26;17966.07;217.69;24.32
25.06.2015;11473.13;17890.36;218.45;24.18
26.06.2015;11492.43;17946.68;219.15;24.39
29.06.2015;11083.20;17596.35;211.00;23.90
30.06.2015;10944.97;17619.51;209.25;23.41
01.07.2015;11180.50;17757.91;215.98;23.63
02.07.2015;11099.35;17730.11;213.61;23.49
03.07.2015;11058.39;17730.11;213.10;23.42
06.07.2015;10890.63;17683.58;209.15;22.80
07.07.2015;10676.78;17776.91;206.60;22.00
08.07.2015;10747.30;17515.42;199.48;22.32
09.07.2015;10996.41;17548.62;204.75;22.74
10.07.2015;11315.63;17760.41;207.02;23.50
13.07.2015;11484.38;17977.68;206.28;23.94
14.07.2015;11516.90;18053.58;201.36;23.98
15.07.2015;11539.66;18050.17;198.40;23.91
16.07.2015;11716.76;18120.25;201.65;24.42
17.07.2015;11673.42;18086.45;199.90;24.62
20.07.2015;11735.72;18100.41;198.95;24.93
21.07.2015;11604.80;17919.29;197.75;24.46
22.07.2015;11520.67;17851.04;195.70;24.17
23.07.2015;11512.11;17731.92;195.20;23.88
24.07.2015;11347.45;17568.53;189.90;23.59
27.07.2015;11056.40;17440.59;186.90;22.87
28.07.2015;11173.91;17630.27;191.60;22.93
29.07.2015;11211.85;17751.39;186.12;23.00
30.07.2015;11257.15;17745.98;185.34;23.00
31.07.2015;11308.99;17689.86;182.65;22.96
03.08.2015;11443.72;17598.20;183.95;23.09
04.08.2015;11456.07;17550.69;184.35;23.62
05.08.2015;11636.30;17540.47;188.61;24.17
06.08.2015;11585.10;17419.75;187.60;23.80
07.08.2015;11490.83;17373.38;189.30;23.90
10.08.2015;11604.78;17615.17;191.41;23.96
11.08.2015;11293.65;17402.84;184.40;23.68
12.08.2015;10924.61;17402.51;179.03;22.30
13.08.2015;11014.63;17408.25;178.80;22.23
14.08.2015;10985.14;17477.40;179.95;22.13
17.08.2015;10940.33;17545.18;178.23;22.06
18.08.2015;10915.92;17511.34;176.86;21.44
19.08.2015;10682.15;17348.73;172.70;20.97
20.08.2015;10432.19;16990.69;168.15;19.99
21.08.2015;10124.52;16459.75;165.85;19.50
24.08.2015;9648.43;15871.35;162.80;18.55
25.08.2015;10128.12;15666.44;167.67;19.09
26.08.2015;9997.43;16285.51;168.66;18.97
