Start;26.08.2005;;;
End;26.08.2015;;;
Frequency;D;;;
Name;DAX 30 PERFORMANCE - PRICE INDEX;DOW JONES INDUSTRIALS - PRICE INDEX;VOLKSWAGEN PREF.;THYSSENKRUPP
Code;DAXINDX;DJINDUS;D:VOW3;D:TKA
CURRENCY;E;U$;E;E
date;DAX;DowJones;Volkswagen;ThyssenKrupp
03.12.2010;6947.72;11382.09;135.05;30.16
06.12.2010;6954.38;11362.19;137.40;31.26
07.12.2010;7001.91;11359.16;137.05;31.57
08.12.2010;6975.87;11372.48;132.60;31.08
09.12.2010;6964.16;11370.06;123.80;30.53
10.12.2010;7006.17;11410.32;129.30;30.30
13.12.2010;7029.39;11428.56;131.35;31.51
14.12.2010;7027.40;11476.54;129.50;31.26
15.12.2010;7016.37;11457.47;128.90;31.53
16.12.2010;7024.40;11499.25;126.65;31.48
17.12.2010;6982.45;11491.91;122.60;31.36
20.12.2010;7018.60;11478.13;126.20;31.51
21.12.2010;7077.99;11533.16;129.10;32.06
22.12.2010;7067.92;11559.49;129.40;31.93
23.12.2010;7057.69;11573.49;128.15;31.70
24.12.2010;7057.69;11573.49;128.15;31.70
27.12.2010;6970.73;11555.03;122.85;31.62
28.12.2010;6972.10;11575.54;121.69;31.45
29.12.2010;6995.47;11585.38;124.00;31.42
30.12.2010;6914.19;11569.71;121.81;31.09
31.12.2010;6914.19;11577.51;121.81;31.09
03.01.2011;6989.74;11670.75;127.52;31.31
04.01.2011;6975.35;11691.18;128.44;31.48
05.01.2011;6939.82;11722.89;126.19;30.85
06.01.2011;6981.39;11697.31;125.80;30.63
07.01.2011;6947.84;11674.76;127.28;30.50
10.01.2011;6857.06;11637.45;126.95;30.60
11.01.2011;6941.57;11671.88;130.55;30.94
12.01.2011;7068.78;11755.44;130.07;31.84
13.01.2011;7075.11;11731.90;126.69;31.80
14.01.2011;7075.70;11787.38;126.48;31.04
17.01.2011;7078.06;11787.38;124.42;30.36
18.01.2011;7143.45;11837.93;123.84;30.53
19.01.2011;7082.76;11825.29;122.20;30.46
20.01.2011;7024.27;11822.80;116.45;30.15
21.01.2011;7062.42;11871.84;114.36;30.09
24.01.2011;7067.77;11980.52;116.30;29.49
25.01.2011;7059.01;11977.19;114.50;29.50
26.01.2011;7127.35;11985.44;118.85;30.05
27.01.2011;7155.58;11989.83;118.81;29.80
28.01.2011;7102.80;11823.70;118.95;29.41
31.01.2011;7077.48;11891.93;118.29;29.65
01.02.2011;7184.27;12040.16;118.79;30.03
02.02.2011;7183.67;12041.97;116.90;30.04
03.02.2011;7193.68;12062.26;116.15;30.15
04.02.2011;7216.21;12092.15;115.65;30.63
07.02.2011;7283.62;12161.63;119.00;30.66
08.02.2011;7323.24;12233.15;122.66;30.63
09.02.2011;7320.90;12239.89;122.85;30.85
10.02.2011;7340.28;12229.29;124.69;31.03
11.02.2011;7371.20;12273.26;127.80;30.40
14.02.2011;7396.63;12268.19;126.41;30.61
15.02.2011;7400.04;12226.64;123.75;30.41
16.02.2011;7414.30;12288.17;122.75;30.29
17.02.2011;7405.51;12318.14;120.81;30.15
18.02.2011;7426.81;12391.25;119.88;30.26
21.02.2011;7321.81;12391.25;117.46;30.11
22.02.2011;7318.35;12212.79;119.70;29.85
23.02.2011;7194.60;12105.78;116.05;29.34
24.02.2011;7130.50;12068.50;112.73;29.43
25.02.2011;7185.17;12130.45;119.50;29.53
28.02.2011;7272.32;12226.34;122.23;30.10
01.03.2011;7223.30;12058.02;120.08;29.85
02.03.2011;7181.12;12066.80;119.10;29.55
03.03.2011;7225.96;12258.20;119.79;29.87
04.03.2011;7178.90;12169.88;116.99;29.71
07.03.2011;7161.93;12090.03;115.99;29.49
08.03.2011;7164.75;12214.38;118.75;29.10
09.03.2011;7131.80;12213.09;118.60;28.53
10.03.2011;7063.09;11984.61;114.55;28.10
11.03.2011;6981.49;12044.40;114.45;28.00
14.03.2011;6866.63;11993.16;113.01;27.98
15.03.2011;6647.66;11855.42;108.09;26.55
16.03.2011;6513.84;11613.30;104.60;26.50
17.03.2011;6656.88;11774.59;107.64;27.30
18.03.2011;6664.40;11858.52;108.41;27.01
21.03.2011;6816.12;12036.53;111.75;27.63
22.03.2011;6780.97;12018.63;110.45;27.93
23.03.2011;6804.45;12086.02;110.30;28.21
24.03.2011;6933.58;12170.56;113.54;28.54
25.03.2011;6946.36;12220.59;112.85;28.50
28.03.2011;6938.63;12197.88;112.20;28.54
29.03.2011;6934.44;12279.01;112.30;28.46
30.03.2011;7057.15;12350.61;115.45;28.99
31.03.2011;7041.31;12319.73;114.60;28.80
01.04.2011;7179.81;12376.72;115.85;29.33
04.04.2011;7175.33;12400.03;116.95;29.57
05.04.2011;7175.31;12393.90;117.25;29.38
06.04.2011;7215.11;12426.75;116.60;30.15
07.04.2011;7178.78;12409.49;114.35;29.89
08.04.2011;7217.02;12380.05;112.10;30.23
11.04.2011;7204.86;12381.11;110.50;30.37
12.04.2011;7102.91;12263.58;108.35;29.65
13.04.2011;7177.97;12270.99;111.65;29.81
14.04.2011;7146.56;12285.15;112.35;29.86
15.04.2011;7178.29;12341.83;113.00;29.74
18.04.2011;7026.85;12201.59;111.30;28.61
19.04.2011;7039.31;12266.75;113.05;28.91
20.04.2011;7249.19;12453.54;117.80;29.96
21.04.2011;7295.49;12505.99;118.55;29.92
22.04.2011;7295.49;12505.99;118.55;29.92
25.04.2011;7295.49;12479.88;118.55;29.92
26.04.2011;7356.51;12595.37;121.01;30.13
27.04.2011;7404.95;12690.96;126.45;30.70
28.04.2011;7475.22;12763.31;130.90;30.74
29.04.2011;7514.46;12810.54;132.95;31.10
02.05.2011;7527.64;12807.36;134.15;31.29
03.05.2011;7500.70;12807.51;131.40;30.87
04.05.2011;7373.93;12723.58;127.30;30.03
05.05.2011;7376.96;12584.17;129.10;29.86
06.05.2011;7492.25;12638.74;129.45;31.70
09.05.2011;7410.52;12684.68;127.85;32.61
10.05.2011;7501.52;12760.36;130.55;33.16
11.05.2011;7495.05;12630.03;129.00;32.92
12.05.2011;7443.95;12695.92;128.95;32.81
13.05.2011;7403.31;12595.75;128.30;33.47
16.05.2011;7387.54;12548.37;126.80;33.41
17.05.2011;7256.65;12479.58;124.25;32.21
18.05.2011;7303.53;12560.18;124.60;32.12
19.05.2011;7358.23;12605.32;126.40;32.64
20.05.2011;7266.82;12512.04;125.60;32.69
23.05.2011;7121.52;12381.26;120.75;31.96
24.05.2011;7150.66;12356.21;122.63;32.48
25.05.2011;7170.94;12394.66;124.10;32.12
26.05.2011;7114.09;12402.76;122.45;31.81
27.05.2011;7163.47;12441.58;123.90;31.73
30.05.2011;7160.30;12441.58;123.95;31.88
31.05.2011;7293.69;12569.79;123.66;32.95
01.06.2011;7217.43;12290.14;124.20;32.51
02.06.2011;7074.12;12248.55;123.03;31.96
03.06.2011;7109.03;12151.26;123.00;32.78
06.06.2011;7084.57;12089.96;123.20;32.81
07.06.2011;7103.25;12070.81;123.45;33.71
08.06.2011;7060.23;12048.94;123.68;33.46
09.06.2011;7159.66;12124.36;127.50;34.35
10.06.2011;7069.90;11951.91;125.20;35.14
13.06.2011;7085.14;11952.97;126.20;34.78
14.06.2011;7204.79;12076.11;128.01;34.86
15.06.2011;7115.08;11897.27;128.10;33.92
16.06.2011;7110.20;11961.52;128.80;34.05
17.06.2011;7164.05;12004.36;130.20;33.94
20.06.2011;7150.21;12080.38;131.80;34.19
21.06.2011;7285.51;12190.01;133.30;34.89
22.06.2011;7278.19;12109.67;132.60;35.40
23.06.2011;7149.44;12050.00;132.30;34.30
24.06.2011;7121.38;11934.58;135.40;33.56
27.06.2011;7107.90;12043.56;136.20;33.61
28.06.2011;7170.43;12188.69;141.00;34.06
29.06.2011;7294.14;12261.42;142.69;35.39
30.06.2011;7376.24;12414.34;142.38;35.66
01.07.2011;7419.44;12582.77;143.10;35.23
04.07.2011;7442.96;12582.77;145.64;35.01
05.07.2011;7439.44;12569.87;147.94;34.89
06.07.2011;7431.19;12626.02;148.48;33.97
07.07.2011;7471.44;12719.49;148.80;32.94
08.07.2011;7402.73;12657.20;148.10;32.86
11.07.2011;7230.25;12505.76;144.05;32.32
12.07.2011;7174.14;12446.88;145.70;31.97
13.07.2011;7267.87;12491.61;147.14;32.51
14.07.2011;7214.74;12437.12;146.51;32.03
15.07.2011;7220.12;12479.73;149.85;32.23
18.07.2011;7107.92;12385.16;148.09;31.65
19.07.2011;7192.67;12587.42;151.20;31.91
20.07.2011;7221.36;12571.91;150.60;31.31
21.07.2011;7290.14;12724.41;146.50;31.27
22.07.2011;7326.39;12681.16;148.50;31.85
25.07.2011;7344.54;12592.80;148.85;32.06
26.07.2011;7349.45;12501.30;147.00;31.62
27.07.2011;7252.68;12302.55;144.24;31.52
28.07.2011;7190.06;12240.11;138.43;30.91
29.07.2011;7158.77;12143.24;139.41;30.81
01.08.2011;6953.98;12132.49;138.84;29.86
02.08.2011;6796.75;11866.62;132.26;28.25
03.08.2011;6640.59;11896.44;127.68;27.40
04.08.2011;6414.76;11383.68;120.35;25.46
05.08.2011;6236.16;11444.61;119.15;25.75
08.08.2011;5923.27;10809.85;107.43;21.90
09.08.2011;5917.08;11239.77;114.97;23.45
10.08.2011;5613.42;10719.94;113.00;21.92
11.08.2011;5797.66;11143.31;116.17;23.90
12.08.2011;5997.74;11269.02;119.12;24.75
15.08.2011;6022.24;11482.90;116.71;24.99
16.08.2011;5994.90;11405.93;115.80;23.94
17.08.2011;5948.94;11410.21;114.34;23.60
18.08.2011;5602.80;10990.58;107.74;21.58
19.08.2011;5480.00;10817.65;105.50;21.04
22.08.2011;5473.78;10854.65;100.95;21.04
23.08.2011;5532.38;11176.76;105.25;21.11
24.08.2011;5681.08;11320.71;109.39;21.70
25.08.2011;5584.14;11149.82;107.75;21.75
26.08.2011;5537.48;11284.54;110.43;21.50
29.08.2011;5670.07;11539.25;112.00;22.59
30.08.2011;5643.92;11559.95;112.20;22.33
31.08.2011;5784.85;11613.53;115.85;23.58
01.09.2011;5730.63;11493.57;114.20;22.85
02.09.2011;5538.33;11240.26;109.45;21.95
05.09.2011;5246.18;11240.26;104.00;20.46
06.09.2011;5193.97;11139.30;104.89;20.79
07.09.2011;5405.53;11414.86;110.50;21.87
08.09.2011;5408.46;11295.81;107.40;21.69
09.09.2011;5189.93;10992.13;103.46;20.69
12.09.2011;5072.33;11061.12;102.05;20.02
13.09.2011;5166.36;11105.85;103.89;20.26
14.09.2011;5340.19;11246.73;109.60;21.30
15.09.2011;5508.24;11433.18;112.44;21.84
16.09.2011;5573.51;11509.09;114.47;21.43
19.09.2011;5415.91;11401.01;108.90;20.46
20.09.2011;5571.68;11408.66;113.60;20.87
21.09.2011;5433.80;11124.84;111.59;20.43
22.09.2011;5164.21;10733.83;103.51;18.74
23.09.2011;5196.56;10771.48;103.90;18.84
26.09.2011;5345.56;11043.86;102.00;18.49
27.09.2011;5628.44;11190.69;108.60;19.86
28.09.2011;5578.42;11010.90;106.70;19.07
29.09.2011;5639.58;11153.98;105.70;19.31
30.09.2011;5502.02;10913.38;100.60;18.48
03.10.2011;5376.70;10655.30;92.80;17.79
04.10.2011;5216.71;10808.71;88.60;17.03
05.10.2011;5473.03;10939.95;95.65;18.00
06.10.2011;5645.25;11123.33;99.50;19.66
07.10.2011;5675.70;11103.12;100.00;19.33
10.10.2011;5847.29;11433.18;105.90;20.15
11.10.2011;5865.01;11416.30;107.20;20.39
12.10.2011;5994.47;11518.85;112.00;21.13
13.10.2011;5914.84;11478.13;111.40;20.84
14.10.2011;5967.20;11644.49;114.00;21.30
17.10.2011;5859.43;11397.00;111.50;20.52
18.10.2011;5877.41;11577.05;115.00;20.31
19.10.2011;5913.53;11504.62;114.90;20.07
20.10.2011;5766.48;11541.78;113.30;19.48
21.10.2011;5970.96;11808.79;117.00;19.90
24.10.2011;6055.27;11913.62;122.75;20.85
25.10.2011;6046.75;11706.62;121.05;21.00
26.10.2011;6016.07;11869.04;119.90;20.94
27.10.2011;6337.84;12208.55;129.90;22.25
28.10.2011;6346.19;12231.11;131.50;22.19
31.10.2011;6141.34;11955.01;126.65;20.97
01.11.2011;5834.51;11657.96;120.30;19.90
02.11.2011;5965.63;11836.04;127.20;20.11
03.11.2011;6133.18;12044.47;131.50;21.30
04.11.2011;5966.16;11983.24;126.70;20.88
07.11.2011;5928.68;12068.39;125.80;20.65
08.11.2011;5961.44;12170.18;127.80;21.03
09.11.2011;5829.54;11780.94;123.95;19.90
10.11.2011;5867.81;11893.79;126.80;20.03
11.11.2011;6057.03;12153.68;129.40;20.16
14.11.2011;5985.02;12078.98;127.00;20.23
15.11.2011;5933.14;12096.16;128.10;20.29
16.11.2011;5913.36;11905.59;126.10;19.85
17.11.2011;5850.17;11770.73;123.80;18.68
18.11.2011;5800.24;11796.16;122.85;18.52
21.11.2011;5606.00;11547.31;114.55;17.51
22.11.2011;5537.39;11493.72;116.80;17.24
23.11.2011;5457.77;11257.55;112.50;16.96
24.11.2011;5428.11;11257.55;113.50;17.14
25.11.2011;5492.87;11231.78;111.85;17.02
28.11.2011;5745.33;11523.01;120.35;17.86
29.11.2011;5799.91;11555.63;119.90;17.76
30.11.2011;6088.84;12045.68;126.80;19.10
01.12.2011;6035.88;12020.03;126.60;19.12
02.12.2011;6080.68;12019.42;128.20;17.82
05.12.2011;6106.09;12097.83;128.60;18.37
06.12.2011;6028.82;12150.13;126.60;18.10
07.12.2011;5994.73;12196.37;126.90;18.22
08.12.2011;5874.44;11997.70;122.80;17.42
09.12.2011;5986.71;12184.26;125.00;18.03
12.12.2011;5785.43;12021.39;120.00;17.44
13.12.2011;5774.26;11954.94;120.50;17.55
14.12.2011;5675.14;11823.48;116.20;16.80
15.12.2011;5730.62;11868.81;116.48;17.11
16.12.2011;5701.78;11866.39;115.60;17.06
19.12.2011;5670.71;11766.26;115.60;16.99
20.12.2011;5847.03;12103.58;119.30;17.86
21.12.2011;5791.53;12107.74;118.60;17.70
22.12.2011;5852.18;12169.65;118.80;17.87
23.12.2011;5878.93;12294.00;118.00;17.75
26.12.2011;5878.93;12294.00;118.00;17.75
27.12.2011;5889.76;12291.35;118.50;17.97
28.12.2011;5771.27;12151.41;115.79;17.66
29.12.2011;5848.78;12287.04;115.38;17.90
30.12.2011;5898.35;12217.56;115.15;17.75
02.01.2012;6075.52;12217.56;119.02;18.48
03.01.2012;6166.57;12397.38;122.24;18.91
04.01.2012;6111.55;12418.42;122.90;19.16
05.01.2012;6095.99;12415.70;126.25;19.20
06.01.2012;6057.92;12359.92;124.17;19.26
09.01.2012;6017.23;12392.69;122.25;19.10
10.01.2012;6162.98;12462.47;125.38;19.51
11.01.2012;6152.34;12449.45;126.38;19.41
12.01.2012;6179.21;12471.02;128.92;19.38
13.01.2012;6143.08;12422.06;124.45;19.00
16.01.2012;6220.01;12422.06;128.20;19.60
17.01.2012;6332.93;12482.07;132.07;20.35
18.01.2012;6354.57;12578.95;131.74;19.97
19.01.2012;6416.26;12623.98;135.10;20.80
20.01.2012;6404.39;12720.48;134.45;21.13
23.01.2012;6436.62;12708.82;134.50;20.88
24.01.2012;6419.22;12675.75;135.55;20.92
25.01.2012;6421.85;12756.96;137.43;21.28
26.01.2012;6539.85;12734.63;138.88;21.95
27.01.2012;6511.98;12660.46;136.50;22.07
30.01.2012;6444.45;12653.72;136.81;21.22
31.01.2012;6458.91;12632.91;135.98;21.75
01.02.2012;6616.64;12716.46;138.70;22.33
02.02.2012;6655.63;12705.41;138.20;22.27
03.02.2012;6766.67;12862.23;141.78;22.31
06.02.2012;6764.83;12845.13;142.96;22.22
07.02.2012;6754.20;12878.20;142.05;22.37
08.02.2012;6748.76;12883.95;141.95;22.98
09.02.2012;6788.80;12890.46;144.66;22.86
10.02.2012;6692.96;12801.23;140.55;21.90
13.02.2012;6738.47;12874.04;144.20;21.94
14.02.2012;6728.19;12878.28;140.92;21.08
15.02.2012;6757.94;12780.95;139.30;20.57
16.02.2012;6751.96;12904.08;141.00;20.83
17.02.2012;6848.03;12949.87;142.10;20.60
20.02.2012;6948.25;12949.87;143.85;21.39
21.02.2012;6908.18;12965.69;144.18;20.90
22.02.2012;6843.87;12938.67;142.26;20.61
23.02.2012;6809.46;12984.69;139.21;20.29
24.02.2012;6864.43;12982.95;139.15;20.46
27.02.2012;6849.60;12981.51;138.64;20.38
28.02.2012;6887.63;13005.12;140.66;20.50
29.02.2012;6856.08;12952.07;140.93;20.33
01.03.2012;6941.77;12980.30;143.55;20.45
02.03.2012;6921.37;12977.57;143.59;20.26
05.03.2012;6866.46;12962.81;142.85;19.94
06.03.2012;6633.11;12759.15;136.94;18.70
07.03.2012;6671.11;12837.33;136.85;19.12
08.03.2012;6834.54;12907.94;141.26;19.65
09.03.2012;6880.21;12922.02;142.35;19.38
12.03.2012;6901.35;12959.71;140.61;19.41
13.03.2012;6995.91;13177.68;138.50;19.57
14.03.2012;7079.42;13194.10;141.25;19.66
15.03.2012;7144.45;13252.76;142.20;20.42
16.03.2012;7157.82;13232.62;140.71;20.42
19.03.2012;7154.22;13239.13;139.40;20.69
20.03.2012;7054.94;13170.19;134.00;20.23
21.03.2012;7071.32;13124.62;132.84;19.93
22.03.2012;6981.26;13046.14;130.36;19.36
23.03.2012;6995.62;13080.73;132.60;19.54
26.03.2012;7079.23;13241.63;133.30;19.60
27.03.2012;7078.90;13197.73;134.38;19.44
28.03.2012;6998.80;13126.21;131.76;18.83
29.03.2012;6875.15;13145.82;130.27;18.41
30.03.2012;6946.83;13212.04;131.90;18.72
02.04.2012;7056.65;13264.49;133.40;18.97
03.04.2012;6982.28;13199.55;133.25;18.58
04.04.2012;6784.06;13074.75;129.70;18.07
05.04.2012;6775.26;13060.14;128.70;18.05
06.04.2012;6775.26;13060.14;128.70;18.05
09.04.2012;6775.26;12929.59;128.70;18.05
10.04.2012;6606.43;12715.93;124.30;17.47
11.04.2012;6674.73;12805.39;129.70;17.67
12.04.2012;6743.24;12986.58;131.55;18.00
13.04.2012;6583.90;12849.59;129.60;17.55
16.04.2012;6625.19;12921.41;131.33;17.64
17.04.2012;6801.00;13115.54;133.13;18.08
18.04.2012;6732.03;13032.75;131.70;18.46
19.04.2012;6671.22;12964.10;127.22;18.39
20.04.2012;6750.12;13029.26;125.40;18.31
23.04.2012;6523.00;12927.17;121.55;17.57
24.04.2012;6590.41;13001.56;123.78;17.22
25.04.2012;6704.50;13090.72;126.55;17.83
26.04.2012;6739.90;13204.62;136.20;17.66
27.04.2012;6801.32;13228.31;141.35;17.96
30.04.2012;6761.19;13213.63;142.66;17.93
01.05.2012;6761.19;13279.32;142.66;17.93
02.05.2012;6710.77;13268.57;142.46;17.59
03.05.2012;6694.44;13206.59;144.20;17.24
04.05.2012;6561.47;13038.27;140.00;16.86
07.05.2012;6569.48;13008.53;140.15;17.04
08.05.2012;6444.74;12932.09;136.50;16.45
09.05.2012;6475.31;12835.06;136.50;16.49
10.05.2012;6518.00;12855.04;134.50;16.67
11.05.2012;6579.93;12820.60;136.45;16.36
14.05.2012;6451.97;12695.35;134.90;15.83
15.05.2012;6401.06;12632.00;133.75;16.06
16.05.2012;6384.26;12598.55;132.16;15.57
17.05.2012;6308.96;12442.49;130.80;14.94
18.05.2012;6271.22;12369.38;128.25;14.90
21.05.2012;6331.04;12504.48;130.10;15.35
22.05.2012;6435.60;12502.81;132.50;15.38
23.05.2012;6285.75;12496.15;129.00;14.71
24.05.2012;6315.89;12529.75;127.70;14.51
25.05.2012;6339.94;12454.83;128.40;14.11
28.05.2012;6323.19;12454.83;129.18;14.19
29.05.2012;6396.84;12580.69;134.20;14.31
30.05.2012;6280.80;12419.86;130.50;13.98
31.05.2012;6264.38;12393.45;129.40;13.39
01.06.2012;6050.29;12118.57;124.48;12.90
04.06.2012;5978.23;12101.46;119.20;12.68
05.06.2012;5969.40;12127.95;120.88;12.74
06.06.2012;6093.99;12414.79;122.30;13.07
07.06.2012;6144.22;12460.96;123.60;12.53
08.06.2012;6130.82;12554.20;121.98;12.09
11.06.2012;6141.05;12411.23;124.00;11.73
12.06.2012;6161.24;12573.80;124.25;11.69
13.06.2012;6152.49;12496.38;121.90;11.77
14.06.2012;6138.61;12651.91;121.20;11.55
15.06.2012;6229.41;12767.17;123.25;12.06
18.06.2012;6248.20;12741.82;124.95;12.31
19.06.2012;6363.36;12837.33;126.99;12.45
20.06.2012;6392.13;12824.39;128.00;13.03
21.06.2012;6343.13;12573.57;123.10;12.90
22.06.2012;6263.25;12640.78;121.46;12.79
25.06.2012;6132.39;12502.66;119.20;12.20
26.06.2012;6136.69;12534.67;118.60;12.04
27.06.2012;6228.99;12627.01;118.90;12.18
28.06.2012;6149.91;12602.26;117.93;12.17
29.06.2012;6416.28;12880.09;125.00;12.80
02.07.2012;6496.08;12871.39;124.56;13.16
03.07.2012;6578.21;12943.82;128.28;13.95
04.07.2012;6564.80;12943.82;128.09;13.74
05.07.2012;6535.56;12896.67;134.39;13.40
06.07.2012;6410.11;12772.47;130.80;13.18
09.07.2012;6387.57;12736.29;131.00;13.49
10.07.2012;6438.33;12653.12;133.45;13.97
11.07.2012;6453.85;12604.53;132.50;14.36
12.07.2012;6419.35;12573.27;133.87;14.31
13.07.2012;6557.10;12777.09;136.70;14.53
16.07.2012;6565.72;12727.21;136.60;14.56
17.07.2012;6577.64;12805.54;138.63;14.82
18.07.2012;6684.42;12908.70;137.69;15.10
19.07.2012;6758.39;12943.36;139.40;15.17
20.07.2012;6630.02;12822.57;137.40;14.54
23.07.2012;6419.33;12721.46;133.40;14.25
24.07.2012;6390.41;12617.32;131.09;13.80
25.07.2012;6406.52;12676.05;134.59;13.82
26.07.2012;6582.96;12887.93;132.91;14.11
27.07.2012;6689.40;13075.66;135.00;14.88
30.07.2012;6774.06;13073.01;137.20;15.03
31.07.2012;6772.26;13008.68;138.64;14.92
01.08.2012;6754.46;12971.06;138.20;15.03
02.08.2012;6606.09;12878.88;135.91;14.46
03.08.2012;6865.66;13096.17;141.20;15.02
06.08.2012;6918.72;13117.51;143.93;15.37
07.08.2012;6967.95;13168.60;147.29;15.82
08.08.2012;6966.15;13175.64;145.55;15.50
09.08.2012;6964.99;13165.19;147.71;15.60
10.08.2012;6944.56;13207.95;147.81;16.39
13.08.2012;6909.68;13169.43;145.85;16.28
14.08.2012;6974.39;13172.14;146.60;16.17
15.08.2012;6946.80;13164.78;144.90;15.73
16.08.2012;6996.29;13250.11;145.10;16.14
17.08.2012;7040.88;13275.20;146.03;16.39
20.08.2012;7033.68;13271.64;146.10;16.27
21.08.2012;7089.32;13203.58;146.73;16.54
22.08.2012;7017.75;13172.76;147.05;16.58
23.08.2012;6949.57;13057.46;145.60;16.50
24.08.2012;6971.07;13157.97;143.00;16.24
27.08.2012;7047.45;13124.67;144.00;16.51
28.08.2012;7002.68;13102.99;144.20;16.60
29.08.2012;7010.57;13107.48;144.75;16.19
30.08.2012;6895.49;13000.71;139.00;15.78
31.08.2012;6970.79;13090.84;140.00;15.85
03.09.2012;7014.83;13090.84;137.80;15.98
04.09.2012;6932.58;13035.94;134.10;15.52
05.09.2012;6964.69;13047.48;135.15;15.32
06.09.2012;7167.33;13292.00;139.98;16.08
07.09.2012;7214.50;13306.64;141.23;16.57
10.09.2012;7213.70;13254.29;142.00;16.80
11.09.2012;7310.11;13323.36;143.10;17.00
12.09.2012;7343.53;13333.35;146.83;17.36
13.09.2012;7310.32;13539.86;146.59;17.57
14.09.2012;7412.13;13593.37;152.10;18.38
17.09.2012;7403.69;13553.10;151.10;17.60
18.09.2012;7347.69;13564.64;147.80;17.22
19.09.2012;7390.76;13577.96;150.20;17.41
20.09.2012;7389.49;13596.93;149.60;17.21
21.09.2012;7451.62;13579.47;154.80;17.14
24.09.2012;7413.16;13558.92;154.85;16.76
25.09.2012;7425.11;13457.55;151.65;16.80
26.09.2012;7276.51;13413.51;147.70;16.52
27.09.2012;7290.02;13485.97;144.75;16.55
28.09.2012;7216.15;13437.13;142.73;16.69
01.10.2012;7326.73;13515.11;142.35;16.72
02.10.2012;7305.86;13482.36;144.00;16.82
03.10.2012;7322.08;13494.61;141.61;17.03
04.10.2012;7305.21;13575.36;145.00;17.42
05.10.2012;7397.87;13610.15;148.30;17.71
08.10.2012;7291.21;13583.65;145.70;17.36
09.10.2012;7234.53;13473.53;147.56;17.17
10.10.2012;7205.23;13344.97;145.85;17.04
11.10.2012;7281.70;13326.39;148.40;17.49
12.10.2012;7232.49;13328.85;147.30;17.68
15.10.2012;7261.25;13424.23;146.25;17.86
16.10.2012;7376.27;13551.78;147.19;18.20
17.10.2012;7394.55;13557.00;148.00;18.53
18.10.2012;7437.23;13548.94;148.35;18.79
19.10.2012;7380.64;13343.51;149.10;18.31
22.10.2012;7328.05;13345.89;148.50;18.46
23.10.2012;7173.69;13102.53;147.48;18.01
24.10.2012;7192.85;13077.34;150.81;17.80
25.10.2012;7200.23;13103.68;153.30;17.66
26.10.2012;7231.85;13107.21;154.00;17.93
29.10.2012;7203.16;13107.21;155.75;17.12
30.10.2012;7284.40;13107.21;160.05;17.47
31.10.2012;7260.63;13096.46;160.20;17.60
01.11.2012;7335.67;13232.62;163.70;17.80
02.11.2012;7363.85;13093.16;162.55;17.81
05.11.2012;7326.47;13112.44;158.20;17.81
06.11.2012;7377.76;13245.68;156.85;18.36
07.11.2012;7232.83;12932.73;155.20;17.87
08.11.2012;7204.96;12811.32;154.75;17.51
09.11.2012;7163.50;12815.39;154.50;17.34
12.11.2012;7168.76;12815.08;155.65;17.24
13.11.2012;7169.12;12756.18;155.79;17.11
14.11.2012;7101.92;12570.95;154.50;16.90
15.11.2012;7043.42;12542.38;152.90;16.53
16.11.2012;6950.53;12588.31;151.75;16.12
19.11.2012;7123.84;12795.96;156.80;16.26
20.11.2012;7172.99;12788.51;158.75;16.44
21.11.2012;7184.71;12836.89;161.00;16.44
22.11.2012;7244.99;12836.89;161.36;16.51
23.11.2012;7309.13;13009.68;162.05;16.74
26.11.2012;7292.03;12967.37;163.45;16.02
27.11.2012;7332.33;12878.13;163.78;16.06
28.11.2012;7343.41;12985.11;164.00;15.72
29.11.2012;7400.96;13021.82;165.93;15.87
30.11.2012;7405.50;13025.58;166.90;15.53
03.12.2012;7435.21;12965.60;166.45;15.70
04.12.2012;7435.12;12951.78;165.69;15.58
05.12.2012;7454.55;13034.49;164.60;16.09
06.12.2012;7534.54;13074.04;165.40;16.44
07.12.2012;7517.80;13155.13;166.70;16.16
10.12.2012;7530.92;13169.88;167.84;16.15
11.12.2012;7589.75;13248.44;169.99;17.03
12.12.2012;7614.79;13245.45;170.20;17.90
13.12.2012;7581.98;13170.72;169.81;17.60
14.12.2012;7596.47;13135.01;170.20;17.70
17.12.2012;7604.94;13235.39;170.75;17.90
18.12.2012;7653.58;13350.96;171.65;18.10
19.12.2012;7668.50;13251.97;171.20;18.63
20.12.2012;7672.10;13311.72;172.37;18.28
21.12.2012;7636.23;13190.84;171.71;17.98
24.12.2012;7636.23;13139.08;171.71;17.98
25.12.2012;7636.23;13139.08;171.71;17.98
26.12.2012;7636.23;13114.59;171.71;17.98
27.12.2012;7655.88;13096.31;172.34;17.78
28.12.2012;7612.39;12938.11;172.27;17.75
31.12.2012;7612.39;13104.14;172.27;17.75
01.01.2013;7612.39;13104.14;172.27;17.75
02.01.2013;7778.78;13412.55;179.35;18.62
03.01.2013;7756.44;13391.36;179.27;18.44
04.01.2013;7776.37;13435.21;178.55;18.27
07.01.2013;7732.66;13384.29;174.90;18.19
08.01.2013;7695.83;13328.85;174.25;17.92
09.01.2013;7720.47;13390.51;171.39;18.60
10.01.2013;7708.47;13471.22;173.60;19.04
11.01.2013;7715.53;13488.43;176.11;18.67
14.01.2013;7729.52;13507.32;176.30;18.41
